RefCat,AnnoConstruccion,Direccion
5646703PD7054F,1963,JUAN PEREDA PILA
5646704PD7054F,1961,MIGUEL A CELDRAN MATUTE
5646705PD7054F,1963,MIGUEL A CELDRAN MATUTE
5646706PD7054F,2024,RAFAEL LUCENQUI
5450810PD7055A,1969,COLON
5450811PD7055A,1970,ANTONIO MASA CAMPOS
5450812PD7055A,1977,ANTONIO MASA CAMPOS
5452801PD7055A,1953,JOSE ANTONIO
5452802PD7055A,1953,JOSE ANTONIO
5452803PD7055A,1953,JOSE ANTONIO
5452804PD7055A,1953,JOSE ANTONIO
5452805PD7055A,1953,JOSE ANTONIO
5452806PD7055A,1953,JOSE ANTONIO
5452807PD7055A,1953,JOSE ANTONIO
5552801PD7055A,1953,JOSE ANTONIO
5552802PD7055A,1953,JOSE ANTONIO
5552803PD7055A,1953,JOSE ANTONIO
5552804PD7055A,1953,JOSE ANTONIO
5552805PD7055A,1953,JOSE ANTONIO
5954409PD7055D,1974,FELIPE CHECA
5954410PD7055D,1968,FELIPE CHECA
5954411PD7055D,1979,FELIPE CHECA
5954412PD7055D,1987,FELIPE CHECA
5954413PD7055D,1900,VASCO NUÑEZ
5954414PD7055D,1930,VASCO NUÑEZ
5957101PD7055D,1984,JUAN CARLOS I
5957102PD7055D,1993,MENACHO
5957103PD7055D,1983,MENACHO
5957104PD7055D,1993,MENACHO
5957106PD7055D,1960,MENACHO
5957108PD7055D,1991,VASCO NUÑEZ
5957109PD7055D,1992,VASCO NUÑEZ
4061809PD7046A,1990,CASTILLO DE MONTEMOLIN
4061810PD7046A,1990,CASTILLO VILLALBA BARROS
4061811PD7046A,1990,CASTILLO VILLALBA BARROS
4061812PD7046A,1990,CASTILLO VILLALBA BARROS
4061813PD7046A,1990,CASTILLO VILLALBA BARROS
4264301PD7046C,1960,JUAN JUSTO GARCIA
4264302PD7046C,1960,JUAN JUSTO GARCIA
4264306PD7046C,2003,JUAN JUSTO GARCIA
4264307PD7046C,2004,CASTILLO DE ZAFRA
4362201PD7046C,1999,ELVAS
4362202PD7046C,1975,ELVAS
4362203PD7046C,2002,MARTIN LUTHER KING
4362204PD7046C,1954,LUIS CHAMIZO
4362205PD7046C,1975,LUIS CHAMIZO
4164325PD7046C,1993,CASTILLO PUEBLA ALCOCER
4164326PD7046C,1993,CASTILLO PUEBLA ALCOCER
4164801PD7046C,1996,CASTILLO DE BENQUERENCIA
4264101PD7046C,2001,CASTILLO DE FERIA
4362207PD7046C,1971,LUIS CHAMIZO
4362209PD7046C,1927,LUIS CHAMIZO
4362210PD7046C,1959,MANUEL SAAVEDRA MARTINEZ
4869005PD7046H,1992,NUEVA CREACION
4869006PD7046H,1992,NUEVA CREACION
4869007PD7046H,1992,NUEVA CREACION
4869008PD7046H,1992,NUEVA CREACION
4869101PD7046H,1992,MANUEL SANCHEZ BARRIGA
4869102PD7046H,1992,MANUEL SANCHEZ BARRIGA
4869103PD7046H,1992,MANUEL SANCHEZ BARRIGA
4869104PD7046H,1992,MANUEL SANCHEZ BARRIGA
4869105PD7046H,1992,MANUEL SANCHEZ BARRIGA
4869106PD7046H,1992,NUEVA CREACION
4869107PD7046H,1992,NUEVA CREACION
4869108PD7046H,1992,NUEVA CREACION
4869109PD7046H,1992,NUEVA CREACION
4869110PD7046H,1992,NUEVA CREACION
4869111PD7046H,1992,NUEVA CREACION
4869112PD7046H,1992,NUEVA CREACION
4869113PD7046H,1992,NUEVA CREACION
4968401PD7046H,1995,PEDRO DE ALVARADO
4968403PD7046H,1997,EMBARCADERO
4968405PD7046H,1994,EMBARCADERO
4968406PD7046H,2007,PEDRO DE ALVARADO
4968412PD7046H,1980,PEDRO DE ALVARADO
5413102PD7051S,1999,CORNALVO
5413103PD7051S,2001,ORDESA
5413104PD7051S,2005,ORDESA
5413105PD7051S,2008,ORDESA
5413106PD7051S,2004,ORDESA
5413107PD7051S,2004,ORDESA
5413108PD7051S,2001,ORDESA
5413109PD7051S,2000,ORDESA
5413110PD7051S,2002,CAZORLA
5414001PD7051S,2001,PARQUE DE LAS CAÑADAS
5414002PD7051S,2000,CORNALVO
5611301PD7051S,2006,ORDESA
5611302PD7051S,1999,PARQUE DOÑANA
5611303PD7051S,2006,PARQUE DOÑANA
5611305PD7051S,2006,PARQUE DOÑANA
5611307PD7051S,2002,PARQUE DOÑANA
5624310PD7052S,2001,LOS OLIVOS
5720001PD7052S,1998,SIERRA DE MONTANCHEZ
5720002PD7052S,1998,SIERRA DE MONTANCHEZ
5720003PD7052S,2020,SIERRA DE MONTANCHEZ
5720004PD7052S,0,SIERRA DE MONTANCHEZ
5624305PD7052S,2001,LOS OLIVOS
5624306PD7052S,2001,LOS OLIVOS
5624307PD7052S,2001,LOS OLIVOS
5624308PD7052S,2001,LOS OLIVOS
5624309PD7052S,2001,LOS OLIVOS
5721001PD7052S,2001,PANTANO DE LA SERENA
5721002PD7052S,2006,PANTANO DE LA SERENA
5721003PD7052S,1993,PANTANO DE LA SERENA
5721004PD7052S,2000,SIERRA EL PEDROSO
5721005PD7052S,0,SIERRA EL PEDROSO
5721006PD7052S,2003,SIERRA EL PEDROSO
5721007PD7052S,2018,SIERRA EL PEDROSO
5721008PD7052S,1999,SIERRA EL PEDROSO
6033616PD7053D,1995,SIERRA DE LOS RISCOS
6033618PD7053D,2009,SIERRA DE LOS RISCOS
5037321PD7053E,1940,CAMINO DEL ALMENDRO
5237002PD7053E,1900,CAMINO DEL ALMENDRO
5535901PD7053F,0,FINCA BANASTA
5635801PD7053F,0,FINCA BANASTA
5935201PD7053F,0,TELENO DEL
5936201PD7053F,0,TELENO DEL
5936204PD7053F,1957,CUATRO
5936205PD7053F,1957,TEIDE
5937701PD7053F,2008,DR CECILIO MARTINEZ MEDEI
5542411PD7054B,1980,AMERICA
5542412PD7054B,1992,AMERICA
5542413PD7054B,1999,LINARES
5542414PD7054B,1980,LINARES
5542415PD7054B,1967,LINARES
5542416PD7054B,1967,LINARES
5542417PD7054B,1970,LINARES
5542418PD7054B,1949,LINARES
5641504PD7054B,1984,ALCANTARA
5641505PD7054B,1990,ALCANTARA
5641507PD7054B,1990,ALCANTARA
5443609PD7054C,2008,MARIA AUXILIADORA
5443625PD7054C,1992,VICENTE DELGADO ALGABA
5443628PD7054C,2006,VICENTE DELGADO ALGABA
5444301PD7054C,1979,JACOBO RODRIGUEZ PEREIRA
5444304PD7054C,1982,MARIA AUXILIADORA
5444305PD7054C,1984,MARIA AUXILIADORA
5444306PD7054C,1993,MANUEL SALDAÑA
5543801PD7054D,1978,JACOBO RODRIGUEZ PEREIRA
5543802PD7054D,1978,JESUS RINCON JIMENEZ
5745702PD7054F,1968,NICOLAS LOPEZ VELASCO
5745703PD7054F,1971,NICOLAS LOPEZ VELASCO
5745704PD7054F,1969,JUAN PEREDA PILA
5745705PD7054F,1967,SAN ISIDRO
5745706PD7054F,1964,SAN ISIDRO
5746401PD7054F,1975,FRANCISCO LUJAN
5746402PD7054F,1974,SAN ISIDRO
5747401PD7054F,1967,SAN ISIDRO
5845101PD7054F,1974,FRANCISCO LUJAN
5845102PD7054F,1975,FRANCISCO LUJAN
5845103PD7054F,1976,FRANCISCO LUJAN
5845104PD7054F,1973,SANTA MARTA
5845105PD7054F,1974,RAFAEL LUCENQUI
5845106PD7054F,1970,RAFAEL LUCENQUI
5845107PD7054F,1973,RAFAEL LUCENQUI
5550501PD7055B,1945,SANTA MARINA
5550502PD7055B,1970,SANTA MARINA
5550503PD7055B,1983,ADELARDO COVARSI
5550504PD7055B,1978,ADELARDO COVARSI
5550505PD7055B,1973,ADELARDO COVARSI
5550506PD7055B,1968,ADELARDO COVARSI
5550507PD7055B,1968,REP ARGENTINA
5550508PD7055B,1980,REP ARGENTINA
5550509PD7055B,1970,COLON
5551801PD7055B,1953,JOSE ANTONIO
5551802PD7055B,1953,JOSE ANTONIO
5551803PD7055B,1953,JOSE ANTONIO
5551804PD7055B,1953,JOSE ANTONIO
5551805PD7055B,1953,JOSE ANTONIO
5551806PD7055B,1953,JOSE ANTONIO
5551807PD7055B,1953,JOSE ANTONIO
5551808PD7055B,1953,JOSE ANTONIO
5957111PD7055D,1993,VASCO NUÑEZ
5957114PD7055D,1988,SANTO DOMINGO
5957116PD7055D,1989,SANTO DOMINGO
5957117PD7055D,1990,SANTO DOMINGO
5455001PD7055E,1958,TIERRA DE BARROS
5455002PD7055E,1958,TIERRA DE BARROS
5455003PD7055E,1958,TIERRA DE BARROS
5455004PD7055E,1958,TIERRA DE BARROS
5455005PD7055E,1958,MARTIN ALVAREZ GALAN
5455006PD7055E,1958,MARTIN ALVAREZ GALAN
5455007PD7055E,1958,SANTA MARINA
5455008PD7055E,1958,SANTA MARINA
5455009PD7055E,1958,SANTA MARINA
4061814PD7046A,1990,CASTILLO VILLALBA BARROS
4061815PD7046A,1990,CASTILLO VILLALBA BARROS
4061816PD7046A,1990,CASTILLO VILLALBA BARROS
4061817PD7046A,1990,CASTILLO VILLALBA BARROS
4061818PD7046A,1990,CASTILLO VILLALBA BARROS
4062201PD7046A,1990,CASTILLO DE MONTEMOLIN
4062202PD7046A,1990,CASTILLO DE MONTEMOLIN
4062203PD7046A,1990,CASTILLO DE MONTEMOLIN
4062204PD7046A,1990,CASTILLO DE MONTEMOLIN
4062205PD7046A,1990,CASTILLO DE MONTEMOLIN
4062206PD7046A,1990,CASTILLO DE MONTEMOLIN
4062207PD7046A,1990,CASTILLO DE MONTEMOLIN
4062208PD7046A,1990,CASTILLO DE MONTEMOLIN
4362211PD7046C,1967,MANUEL SAAVEDRA MARTINEZ
4362212PD7046C,2005,MANUEL SAAVEDRA MARTINEZ
4362223PD7046C,1980,MANUEL SAAVEDRA MARTINEZ
4362224PD7046C,1937,LUIS CHAMIZO
4362226PD7046C,1999,CASTILLO DE HORNACHOS
4362227PD7046C,2002,CASTILLO DE HORNACHOS
4362228PD7046C,2006,CASTILLO DE HORNACHOS
4362229PD7046C,1999,CASTILLO DE HORNACHOS
4362230PD7046C,1998,CASTILLO DE HORNACHOS
4362231PD7046C,2014,CASTILLO DE HORNACHOS
4362232PD7046C,2000,CASTILLO DE HORNACHOS
4362233PD7046C,2000,CASTILLO DE HORNACHOS
4362234PD7046C,1999,MARTIN LUTHER KING
4362235PD7046C,1999,MARTIN LUTHER KING
4362238PD7046C,2003,MARTIN LUTHER KING
4362239PD7046C,2003,CASTILLO DE HORNACHOS
4362240PD7046C,2003,CASTILLO DE HORNACHOS
4362241PD7046C,2003,CASTILLO DE HORNACHOS
4969503PD7046H,1958,EMBARCADERO
4969504PD7046H,1940,EMBARCADERO
4969505PD7046H,1991,EMBARCADERO
4969506PD7046H,1991,EUGENIO FRUTOS CORTES
4969507PD7046H,1991,EUGENIO FRUTOS CORTES
4969508PD7046H,1998,EMBARCADERO
4969509PD7046H,0,EMBARCADERO
4969510PD7046H,1991,GONZALEZ SERRANO
4471101PD7047A,1990,NEVERO EL
4471102PD7047A,1990,NEVERO EL
4471103PD7047A,1990,NEVERO EL
4471104PD7047A,1990,NEVERO EL
4471105PD7047A,1990,NEVERO EL
4471106PD7047A,0,NEVERO EL
4471107PD7047A,1990,NEVERO EL
4471108PD7047A,1990,NEVERO EL
4471109PD7047A,1984,LUIS CHAMIZO
4471111PD7047A,1984,NEVERO EL
4471112PD7047A,1984,NEVERO EL
4471113PD7047A,1984,NEVERO EL
4471114PD7047A,1984,NEVERO EL
4471115PD7047A,1984,NEVERO EL
4471116PD7047A,1984,NEVERO EL
4471117PD7047A,1988,NEVERO EL
5611308PD7051S,2006,PARQUE DOÑANA
5611309PD7051S,2004,PARQUE DOÑANA
5611313PD7051S,2006,PARQUE DOÑANA
5611314PD7051S,1996,PARQUE DOÑANA
5611315PD7051S,1994,PARQUE DOÑANA
5611316PD7051S,1997,PARQUE DOÑANA
5611317PD7051S,2005,PARQUE DOÑANA
5611318PD7051S,1995,PARQUE DOÑANA
5611319PD7051S,2001,PARQUE DOÑANA
5611320PD7051S,1995,PARQUE DOÑANA
5612401PD7051S,2000,ORDESA
5612403PD7051S,2000,CORNALVO
5612404PD7051S,2003,CORNALVO
5612405PD7051S,2003,CORNALVO
5612406PD7051S,1999,CORNALVO
5612407PD7051S,1999,CORNALVO
5612408PD7051S,1997,CORNALVO
5612409PD7051S,1998,CORNALVO
5721009PD7052S,1995,SIERRA EL PEDROSO
5721010PD7052S,2015,PARQUE DE LAS CAÑADAS
5721011PD7052S,2008,PARQUE DE LAS CAÑADAS
5721012PD7052S,1990,PARQUE DE LAS CAÑADAS
5721013PD7052S,2001,PARQUE DE LAS CAÑADAS
5721014PD7052S,1994,PARQUE DE LAS CAÑADAS
5821003PD7052S,2006,PANTANO DE LA SERENA
5821004PD7052S,1988,PANTANO DE LA SERENA
5821005PD7052S,0,SIERRA DE GREDOS
5821006PD7052S,2002,SIERRA DE GREDOS
5821009PD7052S,2002,SIERRA DE GREDOS
5821010PD7052S,2020,SIERRA DE GREDOS
5937702PD7053F,0,DAMIAN TELLEZ LAFUENTE
5037301PD7053G,0,LUIS MOVILLA
5037309PD7053G,1971,LUIS MOVILLA
5037311PD7053G,1972,LUIS MOVILLA
5037322PD7053G,1954,CAMINO DEL ALMENDRO
5039301PD7053G,2005,LUIS MOVILLA
5039601PD7053G,1998,LUIS MOVILLA
5039801PD7053G,1997,SALVADOR DE MADARIAGA
5239301PD7053G,2023,SALVALEON
5239302PD7053G,2003,SALVALEON
5239303PD7053G,2002,JAIME MONTERO DE ESPINOSA
5239304PD7053G,2008,SALVALEON
5239305PD7053G,2006,SALVALEON
5641508PD7054B,1990,ALCANTARA
5641510PD7054B,1993,ALCANTARA
5641511PD7054B,1993,ALCANTARA
5641512PD7054B,1990,ALCANTARA
5641513PD7054B,1990,ALCANTARA
5641514PD7054B,1993,ALCANTARA
5641515PD7054B,1991,ALCANTARA
5641516PD7054B,1982,ALCANTARA
5641517PD7054B,1983,ALCANTARA
5641518PD7054B,1993,ALCANTARA
5641519PD7054B,2000,ALCANTARA
5641520PD7054B,1990,ALCANTARA
5641521PD7054B,1990,ALCANTARA
5641522PD7054B,1990,ALCANTARA
5543808PD7054D,2000,JESUS RINCON JIMENEZ
5543809PD7054D,1969,JESUS RINCON JIMENEZ
5543810PD7054D,1959,VICENTE DELGADO ALGABA
5543811PD7054D,1959,VICENTE DELGADO ALGABA
5543812PD7054D,1977,MANUEL SALDAÑA
5543815PD7054D,1982,MANUEL SALDAÑA
5543816PD7054D,1997,MANUEL SALDAÑA
5845601PD7054F,1973,NICOLAS LOPEZ VELASCO
5845602PD7054F,1972,RAFAEL LUCENQUI
5845603PD7054F,1975,RAFAEL LUCENQUI
5845604PD7054F,1977,RAFAEL LUCENQUI
5845605PD7054F,1966,JUAN PEREDA PILA
5845606PD7054F,1979,JUAN PEREDA PILA
5845607PD7054F,1962,JUAN PEREDA PILA
5845608PD7054F,1972,NICOLAS LOPEZ VELASCO
5846001PD7054F,0,
5846101PD7054F,1980,MANUEL SAAVEDRA PALMEIRO
5846102PD7054F,1980,HEROES CASCORRO
5847601PD7054F,1978,MANUEL SAAVEDRA PALMEIRO
5847602PD7054F,1975,SAN ISIDRO
5847603PD7054F,1975,FRANCISCO LUJAN
5945301PD7054F,1965,GENERAL PALAFOX
5945302PD7054F,1983,GENERAL PALAFOX
5551809PD7055B,1953,JOSE ANTONIO
5551810PD7055B,1953,JOSE ANTONIO
5551811PD7055B,1953,JOSE ANTONIO
5552401PD7055B,1955,COLON
5552502PD7055B,1953,JOSE ANTONIO
5552503PD7055B,1953,JOSE ANTONIO
5650201PD7055B,1949,REGINO MIGUEL
5650301PD7055B,1949,SANTA MARINA
5555001PD7055F,1960,RAMON Y CAJAL
5555002PD7055F,1960,RAMON Y CAJAL
5555003PD7055F,1980,RAMON Y CAJAL
5655101PD7055F,1976,CASTELAR
5756901PD7055F,0,REYES CATOLICOS
4160601PD7046A,2004,ELVAS
4160602PD7046A,2003,ELVAS
4160701PD7046A,1991,ELVAS
4362244PD7046C,2001,CASTILLO DE HORNACHOS
4362243PD7046C,2003,CASTILLO DE HORNACHOS
4362251PD7046C,1993,CASTILLO DE HORNACHOS
4362254PD7046C,1995,CASTILLO DE HORNACHOS
4362257PD7046C,2007,CASTILLO DE HORNACHOS
4364001PD7046C,1960,JUAN JUSTO GARCIA
4364002PD7046C,1960,JUAN JUSTO GARCIA
4471118PD7047A,1988,NEVERO EL
4471119PD7047A,1988,NEVERO EL
4471120PD7047A,1988,NEVERO EL
4471121PD7047A,1988,NEVERO EL
4471122PD7047A,1988,NEVERO EL
4471123PD7047A,1988,NEVERO EL
4471124PD7047A,1988,NEVERO EL
4471125PD7047A,1988,NEVERO EL
4471126PD7047A,1984,JOAQUIN SANCHEZ VALVERDE
4471127PD7047A,1960,JOAQUIN SANCHEZ VALVERDE
4471128PD7047A,1988,JOAQUIN SANCHEZ VALVERDE
4471131PD7047A,1970,FRANCISCO RODRIGUEZ ROMER
4471132PD7047A,1988,NEVERO EL
4471133PD7047A,1993,NEVERO EL
5612410PD7051S,1995,CORNALVO
5612411PD7051S,2000,CORNALVO
5612412PD7051S,1995,CORNALVO
5612413PD7051S,1999,CORNALVO
5612414PD7051S,2000,CORNALVO
5612416PD7051S,1997,CORNALVO
5612417PD7051S,2008,CORNALVO
5612418PD7051S,2001,MONFRAGUE
5612419PD7051S,1999,PARQUE DOÑANA
5612420PD7051S,2001,PARQUE DOÑANA
5612421PD7051S,1998,PARQUE DOÑANA
5612422PD7051S,1997,PARQUE DOÑANA
5612423PD7051S,2002,PARQUE DOÑANA
5612427PD7051S,1999,PARQUE DOÑANA
5612428PD7051S,2004,PARQUE DOÑANA
5612429PD7051S,2001,PARQUE DOÑANA
5612430PD7051S,2001,PARQUE DOÑANA
5612431PD7051S,2001,PARQUE DOÑANA
5821011PD7052S,2014,SIERRA EL PEDROSO
5823501PD7052S,2012,PANTANO DE LA SERENA
5823502PD7052S,1980,PANTANO DE LA SERENA
5823503PD7052S,0,JOSE MARIA RGUEZ TEJADA
5823504PD7052S,1997,JOSE MARIA RGUEZ TEJADA
5823505PD7052S,2001,JOSE MARIA RGUEZ TEJADA
5823506PD7052S,1990,PANTANO DE LA SERENA
5823507PD7052S,2003,SIERRA DEL NARANJAL
5823508PD7052S,2004,RESIDENCIAL LOS ALMENDROS
5239306PD7053G,2003,JAIME MONTERO DE ESPINOSA
5338003PD7053G,0,JAIME MONTERO DE ESPINOSA
5339201PD7053G,0,SUP-I.3(CERRO DEL VIENTO)
5539301PD7053H,2001,ROTA
5539302PD7053H,2007,DON BENITO
5539501PD7053H,0,CONDES DE BARCELONA
5539701PD7053H,2001,CONDES DE BARCELONA
5540901PD7053H,2003,ALCANTARA
5641523PD7054B,1990,ALCANTARA
5641524PD7054B,1990,ROTA
5641525PD7054B,1981,ROTA
5641526PD7054B,1978,VIENTO EL
5641527PD7054B,1984,VIENTO EL
5641528PD7054B,1982,VIENTO EL
5641529PD7054B,1990,VIENTO EL
5641530PD7054B,1982,VIENTO EL
5641531PD7054B,1980,VIENTO EL
5641532PD7054B,1990,VIENTO EL
5641533PD7054B,1982,VIENTO EL
5641534PD7054B,1993,VIENTO EL
5641535PD7054B,1982,VIENTO EL
5641536PD7054B,1984,VIENTO EL
5641537PD7054B,1992,VIENTO EL
5641538PD7054B,1990,VIENTO EL
5543820PD7054D,1984,MANUEL SALDAÑA
5543821PD7054D,2004,JESUS RINCON JIMENEZ
5642126PD7054D,1992,AMERICA
5642127PD7054D,1966,AMERICA
5642128PD7054D,1981,AMERICA
5642129PD7054D,1966,CARTAGENA
5642130PD7054D,1977,CARTAGENA
5643301PD7054D,1971,JACOBO RODRIGUEZ PEREIRA
5643302PD7054D,1994,ROTA
5643303PD7054D,1983,ROTA
5945303PD7054F,1970,FERNANDO CALZADILLA
5945304PD7054F,1996,AGUSTINA ARAGON
5945305PD7054F,1988,FERNANDO CALZADILLA
5945306PD7054F,1977,JUAN PEREDA PILA
5945307PD7054F,1992,AGUSTINA ARAGON
5945701PD7054F,1966,SANTA MARTA
5945702PD7054F,1960,GENERAL PALAFOX
5945708PD7054F,1973,AGUSTINA ARAGON
5945709PD7054F,1973,AGUSTINA ARAGON
5945710PD7054F,1973,HEROES CASCORRO
5945711PD7054F,1973,HEROES CASCORRO
5650801PD7055B,1959,COLON
5650802PD7055B,1974,COLON
5651001PD7055B,1960,COLON
5652701PD7055B,1960,COLON
5750301PD7055B,1951,REGINO MIGUEL
5750302PD7055B,1964,HUELVA
5750303PD7055B,1942,HUELVA
5750304PD7055B,1949,ANTONIO AYUSO CASCO
5750305PD7055B,1949,FERNANDO CASTON
5750306PD7055B,1975,REGINO MIGUEL
5757401PD7055F,1890,REYES CATOLICOS
5757402PD7055F,0,REYES CATOLICOS
5855003PD7055F,0,PRIM
5855028PD7055F,0,VASCO NUÑEZ
4364003PD7046C,1960,JUAN JUSTO GARCIA
4364004PD7046C,2005,JUAN JUSTO GARCIA
4364005PD7046C,1960,JUAN JUSTO GARCIA
4364006PD7046C,1992,JUAN JUSTO GARCIA
4364007PD7046C,1960,JUAN JUSTO GARCIA
4364008PD7046C,2019,LUIS CHAMIZO
4364011PD7046C,1960,MARTIN LUTHER KING
4364012PD7046C,1960,MARTIN LUTHER KING
4364013PD7046C,1960,MARTIN LUTHER KING
4364014PD7046C,1960,MARTIN LUTHER KING
4364015PD7046C,1960,MARTIN LUTHER KING
4364016PD7046C,1960,MARTIN LUTHER KING
4364017PD7046C,2021,MARTIN LUTHER KING
4364018PD7046C,1960,JUAN JUSTO GARCIA
4671501PD7047B,1975,DIEGO MARTIN SEQUERO
4671502PD7047B,2011,ALONSO GARCIA SILICEO
4671503PD7047B,1977,FRANCISCO RODRIGUEZ ROMER
4771003PD7047B,2001,GONZALEZ SERRANO
4772106PD7047B,2022,NEVERO EL
4872501PD7047B,1962,NEVERO QUINCE
5612432PD7051S,2006,PARQUE DOÑANA
5612433PD7051S,2009,PARQUE DOÑANA
5612434PD7051S,2001,PARQUE DOÑANA
5612435PD7051S,1999,PARQUE DOÑANA
5613201PD7051S,1999,TABLAS DAIMIEL
5613202PD7051S,0,CORNALVO
5613203PD7051S,2000,CORNALVO
5613204PD7051S,1997,CORNALVO
5613205PD7051S,2001,CORNALVO
5613206PD7051S,2000,ORDESA
5613207PD7051S,1999,ORDESA
5613208PD7051S,2000,ORDESA
5613209PD7051S,2001,ORDESA
5613210PD7051S,2008,ORDESA
5613211PD7051S,0,ORDESA
5614201PD7051S,1997,MONFRAGUE
5614202PD7051S,1996,MONFRAGUE
5614203PD7051S,2002,ORDESA
5614204PD7051S,2006,ORDESA
5823509PD7052S,2005,SIERRA DEL NARANJAL
5823510PD7052S,2003,SIERRA DEL NARANJAL
5823511PD7052S,2004,SIERRA DEL NARANJAL
6122902PD7052S,1990,SIERRA VIEJA
6122905PD7052S,1991,PANTANO DE LA SERENA
5639401PD7053H,2003,CONDES DE BARCELONA
5639402PD7053H,2012,CONDES DE BARCELONA
5639403PD7053H,2004,CONDES DE BARCELONA
5639701PD7053H,0,HERMANOS MEDIERO ENCINAS
5738901PD7053H,2006,HERMANOS MEDIERO ENCINAS
5738902PD7053H,2012,HERMANOS MEDIERO ENCINAS
5837501PD7053H,0,ANTONIO CHAVES
5837502PD7053H,2001,DAMIAN TELLEZ LAFUENTE
5837503PD7053H,2022,DAMIAN TELLEZ LAFUENTE
5837504PD7053H,2022,DAMIAN TELLEZ LAFUENTE
5837505PD7053H,2000,DAMIAN TELLEZ LAFUENTE
5641539PD7054B,1981,VIENTO EL
5641540PD7054B,1993,VIENTO EL
5641541PD7054B,1993,VIENTO EL
5641542PD7054B,1980,VIENTO EL
5641543PD7054B,1990,VIENTO EL
5641544PD7054B,1980,VIENTO EL
5641545PD7054B,1990,VIENTO EL
5641546PD7054B,1981,VIENTO EL
5641547PD7054B,1984,VIENTO EL
5641548PD7054B,1979,VIENTO EL
5641549PD7054B,1980,VIENTO EL
5642101PD7054B,1966,ROTA
5642102PD7054B,1994,ROTA
5642103PD7054B,1966,ROTA
5642104PD7054B,2017,ROTA
5643304PD7054D,1971,ROTA
5643305PD7054D,2006,ROTA
5643309PD7054D,2006,CARTAGENA
5643312PD7054D,1994,CARTAGENA
5643313PD7054D,2004,AMERICA
5643317PD7054D,1998,JACOBO RODRIGUEZ PEREIRA
5643318PD7054D,1962,JACOBO RODRIGUEZ PEREIRA
5643319PD7054D,1980,JACOBO RODRIGUEZ PEREIRA
5643701PD7054D,1959,JACOBO RODRIGUEZ PEREIRA
5643703PD7054D,1994,AMERICA
5643705PD7054D,1991,AMERICA
5643706PD7054D,1999,AMERICA
5945712PD7054F,1972,HEROES CASCORRO
5946701PD7054F,1974,MANUEL SAAVEDRA PALMEIRO
5946702PD7054F,1977,AGUSTINA ARAGON
5946703PD7054F,1966,HEROES CASCORRO
5946704PD7054F,0,GENERAL PALAFOX
5048901PD7054G,0,TOMAS ROMERO CASTILLA
5147401PD7054G,0,REP VENEZUELA
5148501PD7054G,0,TOMAS ROMERO CASTILLA
5148502PD7054G,1984,TOMAS ROMERO CASTILLA
5148503PD7054G,1988,TOMAS ROMERO CASTILLA
5148504PD7054G,0,TOMAS ROMERO CASTILLA
5148505PD7054G,0,TOMAS ROMERO CASTILLA
5148801PD7054G,1972,PERU
5148802PD7054G,1972,REP VENEZUELA
5751301PD7055B,2000,RAMON Y CAJAL
5751302PD7055B,1950,DIAZ TRECHUELO
5751303PD7055B,2005,RAMON Y CAJAL
5752201PD7055B,1978,COLON
5752202PD7055B,1976,COLON
5752203PD7055B,1972,COLON
5752601PD7055B,1960,REGINO MIGUEL
5752701PD7055B,1960,COLON
5850101PD7055B,1950,HUELVA
5851301PD7055B,1970,HUELVA
5852002PD7055B,1960,BARTOLOME J GALLARDO
5852003PD7055B,1960,BARTOLOME J GALLARDO
5852004PD7055B,1960,BARTOLOME J GALLARDO
5852005PD7055B,1960,BARTOLOME J GALLARDO
5855033PD7055F,1887,VASCO NUÑEZ
5855034PD7055F,1887,VASCO NUÑEZ
5855036PD7055F,1900,VASCO NUÑEZ
5855039PD7055F,1900,VASCO NUÑEZ
5855040PD7055F,1880,ABRIL
5856201PD7055F,0,VASCO NUÑEZ
5856202PD7055F,1950,VASCO NUÑEZ
5855032PD7055F,0,VASCO NUÑEZ
5856203PD7055F,1920,VASCO NUÑEZ
5856204PD7055F,1900,VASCO NUÑEZ
4161701PD7046A,1990,CASTILLO DE RENA
4161702PD7046A,1990,CASTILLO DE NOGALES
4161703PD7046A,1990,CASTILLO DE NOGALES
4161704PD7046A,1990,CASTILLO DE NOGALES
4161705PD7046A,1990,CASTILLO DE NOGALES
4464001PD7046C,1992,FELIX JESUS MENDEZ VELARD
4464002PD7046C,1992,NUÑO DE LA CUEVA
4464003PD7046C,1992,LUIS CHAMIZO
4464004PD7046C,1992,LUIS CHAMIZO
4464005PD7046C,1992,LUIS CHAMIZO
4464006PD7046C,1992,LUIS CHAMIZO
4464007PD7046C,1992,LUIS CHAMIZO
4464008PD7046C,1992,FELIX JESUS MENDEZ VELARD
4464009PD7046C,1992,FELIX JESUS MENDEZ VELARD
4464010PD7046C,2000,FELIX JESUS MENDEZ VELARD
4164321PD7046D,1993,CASTILLO PUEBLA ALCOCER
4664501PD7046D,1979,GABRIEL Y GALAN
4763101PD7046D,1980,MIGUEL DE UNAMUNO
4471129PD7047C,2005,MANUEL PIÑERO
4772102PD7047D,0,NEVERO EL
4772103PD7047D,0,NEVERO EL
4772104PD7047D,0,NEVERO EL
4772105PD7047D,0,NEVERO EL
4772107PD7047D,0,NEVERO QUINCE
4874701PD7047D,1995,NEVERO CUATRO
4874702PD7047D,2002,NEVERO CINCO
4874703PD7047D,1992,NEVERO CINCO
