RefCat,AnnoConstruccion
8983003PC7988S,1981
7693010PC7979S,1981
7790002PC7979S,1981
7695006PC7979N,1981
7695007PC7979N,1981
7695010PC7979N,1981
4950401PD7045B,1981
5741032PD7054B,1981
5741048PD7054B,1981
4862302PD7046B,1981
5642128PD7054D,1981
5641539PD7054B,1981
5641546PD7054B,1981
5744004PD7054D,1981
5856230PD7055F,1981
5741016PD7054B,1981
5675312PD7057F,1981
5661307PD7056B,1981
5776606PD7057F,1981
5573262PD7057D,1981
5661347PD7056B,1981
5372363PD7057A,1981
5673115PD7057D,1981
5662608PD7056B,1981
6745629PD7064F,1981
6839103PD7063H,1981
6839105PD7063H,1981
6839115PD7063H,1981
6839116PD7063H,1981
6841210PD7064B,1981
6841211PD7064B,1981
6841212PD7064B,1981
6841213PD7064B,1981
6841214PD7064B,1981
6839404PD7063H,1981
6940801PD7064B,1981
6940802PD7064B,1981
6940803PD7064B,1981
6940804PD7064B,1981
6940805PD7064B,1981
6940806PD7064B,1981
6940807PD7064B,1981
6940808PD7064B,1981
6940809PD7064B,1981
6940810PD7064B,1981
6940811PD7064B,1981
6940812PD7064B,1981
6941001PD7064B,1981
6941002PD7064B,1981
6941003PD7064B,1981
6941004PD7064B,1981
6941005PD7064B,1981
6941006PD7064B,1981
6941007PD7064B,1981
6941008PD7064B,1981
6941009PD7064B,1981
6941010PD7064B,1981
6941011PD7064B,1981
6941012PD7064B,1981
6941013PD7064B,1981
6941014PD7064B,1981
6941015PD7064B,1981
6941016PD7064B,1981
6941017PD7064B,1981
6941018PD7064B,1981
6941019PD7064B,1981
6941020PD7064B,1981
6941021PD7064B,1981
6941022PD7064B,1981
6941801PD7064B,1981
6941802PD7064B,1981
6941803PD7064B,1981
6941804PD7064B,1981
6941805PD7064B,1981
6941806PD7064B,1981
6941807PD7064B,1981
6941808PD7064B,1981
6941809PD7064B,1981
6941810PD7064B,1981
6941811PD7064B,1981
6941812PD7064B,1981
6942001PD7064B,1981
6942002PD7064B,1981
6942003PD7064B,1981
6942004PD7064B,1981
6942005PD7064B,1981
6942006PD7064B,1981
6942007PD7064B,1981
6942008PD7064B,1981
6942301PD7064B,1981
6942302PD7064B,1981
6644237PD7064D,1981
6025802PD7062E,1981
6942305PD7064B,1981
6942306PD7064B,1981
6942307PD7064B,1981
6942308PD7064B,1981
6942309PD7064B,1981
6942310PD7064B,1981
6942311PD7064B,1981
6942312PD7064B,1981
6942313PD7064B,1981
6942314PD7064B,1981
6942315PD7064B,1981
6942316PD7064B,1981
6942317PD7064B,1981
6942318PD7064B,1981
6942319PD7064B,1981
6326311PD7062E,1981
6645207PD7064F,1981
6642817PD7064B,1981
6642807PD7064D,1981
6741203PD7064B,1981
6122804PD7062S,1981
6943401PD7064D,1981
6943402PD7064D,1981
6943403PD7064D,1981
6943404PD7064D,1981
6050201PD7065A,1981
6840018PD7064B,1981
6944309PD7064D,1981
6841201PD7064B,1981
6841202PD7064B,1981
6841203PD7064B,1981
6841204PD7064B,1981
6841205PD7064B,1981
6841206PD7064B,1981
6841207PD7064B,1981
6841208PD7064B,1981
6841209PD7064B,1981
7241114PD7074A,1981
7241115PD7074A,1981
7241116PD7074A,1981
7241117PD7074A,1981
7241118PD7074A,1981
7241201PD7074A,1981
7241202PD7074A,1981
7241203PD7074A,1981
7241204PD7074A,1981
7241206PD7074A,1981
7241207PD7074A,1981
7241208PD7074A,1981
7241209PD7074A,1981
7241210PD7074A,1981
7241211PD7074A,1981
7241212PD7074A,1981
7241213PD7074A,1981
7241101PD7074A,1981
7241102PD7074A,1981
7241103PD7074A,1981
7241104PD7074A,1981
7241105PD7074A,1981
7241106PD7074A,1981
7241107PD7074A,1981
7241108PD7074A,1981
7241109PD7074A,1981
7241110PD7074A,1981
7241111PD7074A,1981
7241112PD7074A,1981
7241113PD7074A,1981
7142701PD7074A,1981
7142702PD7074A,1981
7142703PD7074A,1981
7142704PD7074A,1981
7142805PD7074A,1981
7142806PD7074A,1981
7142807PD7074A,1981
7142808PD7074A,1981
7142809PD7074A,1981
7142810PD7074A,1981
7142811PD7074A,1981
7142813PD7074A,1981
7142814PD7074A,1981
7142815PD7074A,1981
7142812PD7074A,1981
7142816PD7074A,1981
7142817PD7074A,1981
7142818PD7074A,1981
7042001PD7074A,1981
7042002PD7074A,1981
7042003PD7074A,1981
7042004PD7074A,1981
7042005PD7074A,1981
7042006PD7074A,1981
7042007PD7074A,1981
7042008PD7074A,1981
7042009PD7074A,1981
7042010PD7074A,1981
7042011PD7074A,1981
7042012PD7074A,1981
7042013PD7074A,1981
7042014PD7074A,1981
7042015PD7074A,1981
7042016PD7074A,1981
7042301PD7074A,1981
7042302PD7074A,1981
7042303PD7074A,1981
7042304PD7074A,1981
7042305PD7074A,1981
7042306PD7074A,1981
7042307PD7074A,1981
7042308PD7074A,1981
7042309PD7074A,1981
7042310PD7074A,1981
7042311PD7074A,1981
7042312PD7074A,1981
7042313PD7074A,1981
7042314PD7074A,1981
7042315PD7074A,1981
7042316PD7074A,1981
7441808PD7074A,1981
7441809PD7074A,1981
7441810PD7074A,1981
7441811PD7074A,1981
7441812PD7074A,1981
7441814PD7074A,1981
7243804PD7074C,1981
7243805PD7074C,1981
7243806PD7074C,1981
7243209PD7074C,1981
7243210PD7074C,1981
7243801PD7074C,1981
7243802PD7074C,1981
7243803PD7074C,1981
7243807PD7074C,1981
7243808PD7074C,1981
7243809PD7074C,1981
7243810PD7074C,1981
7243811PD7074C,1981
7243812PD7074C,1981
7243813PD7074C,1981
7243814PD7074C,1981
7441815PD7074A,1981
7441816PD7074A,1981
7441817PD7074A,1981
7441819PD7074A,1981
7441820PD7074A,1981
7442701PD7074A,1981
7442702PD7074A,1981
7442703PD7074A,1981
7442704PD7074A,1981
7442705PD7074A,1981
7442706PD7074A,1981
7442707PD7074A,1981
7442708PD7074A,1981
7442709PD7074A,1981
7442710PD7074A,1981
7442711PD7074A,1981
7442712PD7074A,1981
7442713PD7074A,1981
7442714PD7074A,1981
7043501PD7074C,1981
7043502PD7074C,1981
7043503PD7074C,1981
7043504PD7074C,1981
7043505PD7074C,1981
7043506PD7074C,1981
7043507PD7074C,1981
7043508PD7074C,1981
7043509PD7074C,1981
7043510PD7074C,1981
7043511PD7074C,1981
7244127PD7074C,1981
7043512PD7074C,1981
7043513PD7074C,1981
7043514PD7074C,1981
7043515PD7074C,1981
7043516PD7074C,1981
7043517PD7074C,1981
7043518PD7074C,1981
7043601PD7074C,1981
7043602PD7074C,1981
7043603PD7074C,1981
7043604PD7074C,1981
7043605PD7074C,1981
7342703PD7074C,1981
7343501PD7074C,1981
7343502PD7074C,1981
7343503PD7074C,1981
7343504PD7074C,1981
7343505PD7074C,1981
7343506PD7074C,1981
7343507PD7074C,1981
7343508PD7074C,1981
7343509PD7074C,1981
7343510PD7074C,1981
7343511PD7074C,1981
7343512PD7074C,1981
7343513PD7074C,1981
7343514PD7074C,1981
7343515PD7074C,1981
7343516PD7074C,1981
7343517PD7074C,1981
7343518PD7074C,1981
7241214PD7074A,1981
7241215PD7074A,1981
7241216PD7074A,1981
7241217PD7074A,1981
7242601PD7074A,1981
7242602PD7074A,1981
7242603PD7074A,1981
7242604PD7074A,1981
7242605PD7074A,1981
7242606PD7074A,1981
7242607PD7074A,1981
7242608PD7074A,1981
7242609PD7074A,1981
7242610PD7074A,1981
7242611PD7074A,1981
7242612PD7074A,1981
7242613PD7074A,1981
7242614PD7074A,1981
7242615PD7074A,1981
7242616PD7074A,1981
7242617PD7074A,1981
7043610PD7074C,1981
7043611PD7074C,1981
7043612PD7074C,1981
7043613PD7074C,1981
7043614PD7074C,1981
7043615PD7074C,1981
7043616PD7074C,1981
7043617PD7074C,1981
7043618PD7074C,1981
7043619PD7074C,1981
7043620PD7074C,1981
7043621PD7074C,1981
7043622PD7074C,1981
7043623PD7074C,1981
7043624PD7074C,1981
7343519PD7074C,1981
7343520PD7074C,1981
7343521PD7074C,1981
7343522PD7074C,1981
7343523PD7074C,1981
7343524PD7074C,1981
7343525PD7074C,1981
7343526PD7074C,1981
7343701PD7074C,1981
7343702PD7074C,1981
7343703PD7074C,1981
7343705PD7074C,1981
7343706PD7074C,1981
7343708PD7074C,1981
7343709PD7074C,1981
7343710PD7074C,1981
7343801PD7074C,1981
7343802PD7074C,1981
7242618PD7074A,1981
7043805PD7074C,1981
7343804PD7074C,1981
7343805PD7074C,1981
7343806PD7074C,1981
7343803PD7074C,1981
7043833PD7074C,1981
7341101PD7074A,1981
7341102PD7074A,1981
7341103PD7074A,1981
7341104PD7074A,1981
7341105PD7074A,1981
7341106PD7074A,1981
7341107PD7074A,1981
7341108PD7074A,1981
7341109PD7074A,1981
7341110PD7074A,1981
7341111PD7074A,1981
7341112PD7074A,1981
7341113PD7074A,1981
7341114PD7074A,1981
7341115PD7074A,1981
7341116PD7074A,1981
7341117PD7074A,1981
7341118PD7074A,1981
7341119PD7074A,1981
7341801PD7074A,1981
7341802PD7074A,1981
7341803PD7074A,1981
7341804PD7074A,1981
7341805PD7074A,1981
7341806PD7074A,1981
7341807PD7074A,1981
7341808PD7074A,1981
7341809PD7074A,1981
7341810PD7074A,1981
7341811PD7074A,1981
7341812PD7074A,1981
7341813PD7074A,1981
7341814PD7074A,1981
7341815PD7074A,1981
7341816PD7074A,1981
7341817PD7074A,1981
7341818PD7074A,1981
7341819PD7074A,1981
7341820PD7074A,1981
7341821PD7074A,1981
7441801PD7074A,1981
7441802PD7074A,1981
7441803PD7074A,1981
7441804PD7074A,1981
7441805PD7074A,1981
7441806PD7074A,1981
7441807PD7074A,1981
7142801PD7074C,1981
7142802PD7074C,1981
7142803PD7074C,1981
7142804PD7074C,1981
7142819PD7074C,1981
7142820PD7074C,1981
7142821PD7074C,1981
7142822PD7074C,1981
7142823PD7074C,1981
7142824PD7074C,1981
7142825PD7074C,1981
7143201PD7074C,1981
7243001PD7074C,1981
7243002PD7074C,1981
7243003PD7074C,1981
7243004PD7074C,1981
7243006PD7074C,1981
7243007PD7074C,1981
7243008PD7074C,1981
7243009PD7074C,1981
7243010PD7074C,1981
7243011PD7074C,1981
7243012PD7074C,1981
7243013PD7074C,1981
7243014PD7074C,1981
7243015PD7074C,1981
7243016PD7074C,1981
7243017PD7074C,1981
7243018PD7074C,1981
7243019PD7074C,1981
7243201PD7074C,1981
7243202PD7074C,1981
7243203PD7074C,1981
7243204PD7074C,1981
7243205PD7074C,1981
7243206PD7074C,1981
7243207PD7074C,1981
7243208PD7074C,1981
7557213PD7075F,1981
7058425PD7075G,1981
7458301PD7075G,1981
7758510PD7075H,1981
7254803PD7075C,1981
7254805PD7075C,1981
7556504PD7075F,1981
7557203PD7075F,1981
7551705PD7075B,1981
7259334PD7075G,1981
7259335PD7075G,1981
7342701PD7074E,1981
7259353PD7075G,1981
7457208PD7075E,1981
8808516PD7180H,1981
3223406PD8032C,1981
9012201PD7191A,1981
8299002PD7089G,1981
2179210PD8127G,1981
1793708PD8119D,1981
1493701PD8119C,1981
6950703PC7965B,1981
2482212PD8128A,1981
2482216PD8128A,1981
7689022PC7978N,1981
6983701PC7968S,1981
8986010PC7988N,1981
7343704PD7074C,1981
7343707PD7074C,1981
7790012PC7979S,1981
2179208PD8127G,1981
8597004PC7989N,1981
5741015PD7054B,1981
5262099PD7056A,1981
7441813PD7074A,1981
7441818PD7074A,1981
7043608PD7074C,1981
7043606PD7074C,1981
7043609PD7074C,1981
7043607PD7074C,1981
1692401PC8919D,1982
2986503PC8928F,1982
2688102PC8928H,1982
2891403PC8929B,1982
2891405PC8929B,1982
2891406PC8929B,1982
3187204PC8938G,1982
3187207PC8938G,1982
3287507PC8938G,1982
3287511PC8938G,1982
3287513PC8938G,1982
3287519PC8938G,1982
3089402PC8938N,1982
3089403PC8938N,1982
3089414PC8938N,1982
3089415PC8938N,1982
3089416PC8938N,1982
1504807PD7010D,1982
1703501PD7010D,1982
1703502PD7010D,1982
0609103PD7000H,1982
0807404PD7000H,1982
0896404PD7009F,1982
4826912PD7042F,1982
7689020PC7978N,1982
4329406PC7942G,1982
4235506PC7943E,1982
7190005PC7978N,1982
7190006PC7978N,1982
7684002PC7978N,1982
7684005PC7978N,1982
7684007PC7978N,1982
7684008PC7978N,1982
7687005PC7978N,1982
7687015PC7978N,1982
7689002PC7978N,1982
7689009PC7978N,1982
4342210PC7944A,1982
4342216PC7944A,1982
1078607PC7917G,1982
4342226PC7944A,1982
4143822PC7944C,1982
4143826PC7944C,1982
4646902PC7944F,1982
0082201PC8908A,1982
8087022PC7988N,1982
8087024PC7988N,1982
8189007PC7988N,1982
8190008PC7989S,1982
8190023PC7989S,1982
8293003PC7989S,1982
8293012PC7989S,1982
1593101PC8919D,1982
2885401PC8928F,1982
2885402PC8928F,1982
0999201PC8909H,1982
0999223PC8909H,1982
8085007PC7988S,1982
8085018PC7988S,1982
8692005PC7989S,1982
8692009PC7989S,1982
0999224PC8909H,1982
0999225PC8909H,1982
8983013PC7988S,1982
8195013PC7989N,1982
8195015PC7989N,1982
8195017PC7989N,1982
8195018PC7989N,1982
8197003PC7989N,1982
9083007PC7998S,1982
8595001PC7989N,1982
8599005PC7989N,1982
7393804PC7979S,1982
7693016PC7979S,1982
0082901PC8908C,1982
7695012PC7979N,1982
7695016PC7979N,1982
5741049PD7054B,1982
5742723PD7054B,1982
5542406PD7054A,1982
5641516PD7054B,1982
5641528PD7054B,1982
5641530PD7054B,1982
5641533PD7054B,1982
5641535PD7054B,1982
5661311PD7056B,1982
5675325PD7057F,1982
5775608PD7057F,1982
5372317PD7057A,1982
5871105PD7057B,1982
5871107PD7057B,1982
6839106PD7063H,1982
6839114PD7063H,1982
6944503PD7064D,1982
6839406PD7063H,1982
6543708PD7064D,1982
6644236PD7064D,1982
6642006PD7064B,1982
6544509PD7064D,1982
6743603PD7064D,1982
6646006PD7064F,1982
6642839PD7064D,1982
6945411PD7064F,1982
6643205PD7064D,1982
6443208PD7064C,1982
6050203PD7065A,1982
6840002PD7064B,1982
6249702PD7064G,1982
6840014PD7064B,1982
6745604PD7064F,1982
6839002PD7063H,1982
6556109PD7065F,1982
6160403PD7066A,1982
7144802PD7074C,1982
7144804PD7074C,1982
7144803PD7074C,1982
7047303PD7074E,1982
7458004PD7075G,1982
7454731PD7075C,1982
7758511PD7075H,1982
7454739PD7075C,1982
7655103PD7075F,1982
7558808PD7075H,1982
7351017PD7075A,1982
7657012PD7075F,1982
7258137PD7075G,1982
7258144PD7075G,1982
7657527PD7075F,1982
7757707PD7075F,1982
7352506PD7075A,1982
7658501PD7075H,1982
7352525PD7075A,1982
9954502PD7195D,1982
9032702PD7093A,1982
8808517PD7180H,1982
8808518PD7180H,1982
9954801PD7195D,1982
3210810PD8031A,1982
3313307PD8031C,1982
3313306PD8031C,1982
3313346PD8031C,1982
2629206PD8022H,1982
2629214PD8022H,1982
2179209PD8127G,1982
6144303PD9164C,1982
5763901PD8056D,1982
5763902PD8056D,1982
5763903PD8056D,1982
5763904PD8056D,1982
1681517PD8118B,1982
0894804PD8109D,1982
0894813PD8109D,1982
5464801PD8056C,1982
5464802PD8056C,1982
5464803PD8056C,1982
5464804PD8056C,1982
5464805PD8056C,1982
5464806PD8056C,1982
5464807PD8056C,1982
5464808PD8056C,1982
5464809PD8056C,1982
5964102PD8056D,1982
5964103PD8056D,1982
5964104PD8056D,1982
5964105PD8056D,1982
5964106PD8056D,1982
5964107PD8056D,1982
5964108PD8056D,1982
5964109PD8056D,1982
5964110PD8056D,1982
5964111PD8056D,1982
5964112PD8056D,1982
5964113PD8056D,1982
5964114PD8056D,1982
5964115PD8056D,1982
5964116PD8056D,1982
5964117PD8056D,1982
5964118PD8056D,1982
1689113PD8118H,1982
000101300PD70G,1982
000100600PD70G,1982
2239302PD8223G,1982
3089405PC8938N,1982
3089404PC8938N,1982
2482210PD8128A,1982
2482211PD8128A,1982
2482222PD8128A,1982
2482223PD8128A,1982
2482225PD8128A,1982
2482227PD8128A,1982
2482233PD8128A,1982
2482239PD8128A,1982
2482240PD8128A,1982
2482258PD8128A,1982
6950713PC7965B,1982
2482237PD8128A,1982
6638605PC7963H,1982
2986505PC8928F,1982
3916448PD8031F,1982
6950727PC7965B,1982
6950738PC7965B,1982
6950739PC7965B,1982
9152118PD7095A,1982
2589901PC8928H,1982
7451610PD7075A,1982
7248105PC7974G,1982
1685804PD8118F,1982
6950719PC7965B,1982
6950721PC7965B,1982
6950722PC7965B,1982
6950716PC7965B,1982
6947606PC7964H,1982
6950711PC7965B,1982
1692404PC8919D,1982
0997720PD8109F,1982
2482229PD8128A,1982
2482230PD8128A,1982
8808511PD7180H,1982
5675326PD7057F,1982
1692403PC8919D,1982
1692410PC8919D,1982
5775631PD7057F,1982
0993303PD8109D,1983
1792211PD8119B,1983
2986504PC8928F,1983
2589904PC8928H,1983
2589903PC8928H,1983
3089406PC8938N,1983
3089411PC8938N,1983
0806805PD7000F,1983
0391602PD7009A,1983
6877805PC7967N,1983
6877807PC7967N,1983
6882404PC7968S,1983
7385204PC7978N,1983
7687006PC7978N,1983
7687007PC7978N,1983
7689014PC7978N,1983
4342222PC7944A,1983
1078608PC7917G,1983
7697001PC7979N,1983
7697002PC7979N,1983
8087010PC7988N,1983
8189006PC7988N,1983
8087017PC7988N,1983
8599014PC7989N,1983
8190010PC7989S,1983
8190012PC7989S,1983
8190013PC7989S,1983
8587003PC7988N,1983
8293007PC7989S,1983
8293010PC7989S,1983
8293014PC7989S,1983
8293017PC7989S,1983
8789012PC7988N,1983
8293020PC7989S,1983
8692003PC7989S,1983
0999204PC8909H,1983
8692007PC7989S,1983
8790008PC7989S,1983
0999202PC8909H,1983
8785007PC7988S,1983
8790011PC7989S,1983
8983004PC7988S,1983
8195019PC7989N,1983
8197001PC7989N,1983
8197004PC7989N,1983
8197012PC7989N,1983
8197018PC7989N,1983
8197023PC7989N,1983
8597002PC7989N,1983
8597009PC7989N,1983
7693006PC7979S,1983
7599006PC7979N,1983
7599009PC7979N,1983
7790009PC7979S,1983
7695002PC7979N,1983
7695014PC7979N,1983
7695015PC7979N,1983
7790015PC7979S,1983
5542011PD7054A,1983
5050302PD7055A,1983
5542037PD7054A,1983
5541008PD7054B,1983
5641517PD7054B,1983
5643303PD7054D,1983
5939111PD7053H,1983
5939112PD7053H,1983
5741004PD7054B,1983
5675333PD7057F,1983
5371249PD7057A,1983
5956616PD7055F,1983
5673402PD7057D,1983
5376201PD7057E,1983
5675302PD7057F,1983
6543503PD7064D,1983
6746409PD7064F,1983
6544006PD7064D,1983
6120027PD7062S,1983
6147304PD7064G,1983
6443222PD7064C,1983
6643714PD7064D,1983
6838118PD7063H,1983
6455704PD7065E,1983
6455706PD7065E,1983
6955020PD7065F,1983
6956314PD7065F,1983
6556106PD7065F,1983
7142826PD7074A,1983
6258220PD7065G,1983
7221306PD7071G,1983
7145534PD7074E,1983
7658523PD7075H,1983
7557623PD7075E,1983
7658529PD7075H,1983
7052208PD7075A,1983
7052210PD7075A,1983
7657006PD7075E,1983
7757810PD7075H,1983
7758504PD7075H,1983
7145616PD7074E,1983
7451620PD7075A,1983
7653002PD7075D,1983
7455620PD7075E,1983
7657010PD7075F,1983
7657520PD7075F,1983
7259328PD7075G,1983
7757504PD7075F,1983
7757704PD7075F,1983
7757705PD7075F,1983
8634710PD7083D,1983
8050804PD7085A,1983
3619801PD8031H,1983
9118501PD7091G,1983
3711106PD8031B,1983
3711107PD8031B,1983
3313318PD8031C,1983
9011804PD7191A,1983
3615708PD8031F,1983
3916408PD8031F,1983
4514304PD8041D,1983
4313910PD8041C,1983
2179205PD8127G,1983
4416501PD8041E,1983
4318102PD8041G,1983
4318103PD8041G,1983
7721401PD8172B,1983
1793707PD8119D,1983
1002204PD8210C,1983
1681515PD8118B,1983
1198607PD8119G,1983
2338601PD8223G,1983
1681516PD8118B,1983
1681518PD8118B,1983
2445908PD8224E,1983
1685811PD8118F,1983
000600100PD70G,1983
000101100PD70G,1983
000101200PD70G,1983
000100200PD70G,1983
000600800PD70G,1983
2986501PC8928F,1983
3223432PD8032C,1983
2482213PD8128A,1983
2482217PD8128A,1983
2482221PD8128A,1983
2482228PD8128A,1983
2482234PD8128A,1983
2482235PD8128A,1983
2482248PD8128A,1983
2482255PD8128A,1983
2482259PD8128A,1983
2482226PD8128A,1983
2482236PD8128A,1983
4646914PC7944F,1983
000100500PD70G,1983
6950708PC7965B,1983
0993321PD8109D,1983
0997721PD8109F,1983
8630601PD7083B,1983
7190017PC7978N,1983
9888302PD6098H,1983
2179217PD8127G,1983
4110211PD8041A,1983
3916425PD8031F,1983
4313908PD8041C,1983
0993325PD8109D,1983
1681510PD8118B,1983
2445910PD8224E,1983
2445906PD8224E,1983
2145503PD8224E,1983
0391604PD7009A,1983
1002202PD8210C,1983
0894814PD8109D,1983
0391601PD7009A,1983
8790006PC7989S,1983
2145505PD8224E,1984
0993301PD8109D,1984
2145508PD8224E,1984
1792241PD8119B,1984
1793711PD8119D,1984
2145507PD8224E,1984
2145509PD8224E,1984
2891404PC8929B,1984
3287501PC8938G,1984
3287509PC8938G,1984
3287503PC8938G,1984
3089417PC8938N,1984
3089418PC8938N,1984
1703507PD7010D,1984
0807403PD7000H,1984
2862503PD7025G,1984
2862504PD7025G,1984
2862505PD7025G,1984
2862506PD7025G,1984
2862507PD7025G,1984
2862508PD7025G,1984
2862509PD7025G,1984
2862510PD7025G,1984
2862511PD7025G,1984
2862512PD7025G,1984
2862513PD7025G,1984
2862514PD7025G,1984
2862515PD7025G,1984
2862516PD7025G,1984
2862517PD7025G,1984
2862518PD7025G,1984
2862519PD7025G,1984
2862520PD7025G,1984
2862521PD7025G,1984
2862522PD7025G,1984
2862523PD7025G,1984
2862524PD7025G,1984
2862525PD7025G,1984
2862527PD7025G,1984
2862528PD7025G,1984
2862529PD7025G,1984
2862530PD7025G,1984
2862531PD7025G,1984
2862532PD7025G,1984
2862533PD7025G,1984
2862534PD7025G,1984
2862536PD7025G,1984
2862537PD7025G,1984
2862539PD7025G,1984
2862540PD7025G,1984
2862541PD7025G,1984
2862542PD7025G,1984
0391605PD7009A,1984
7689023PC7978N,1984
4235502PC7943E,1984
7190002PC7978N,1984
7190003PC7978N,1984
7190008PC7978N,1984
7190009PC7978N,1984
7190011PC7978N,1984
7684001PC7978N,1984
7687004PC7978N,1984
1076504PC7917E,1984
4646910PC7944F,1984
7697006PC7979N,1984
7697009PC7979N,1984
7697010PC7979N,1984
7799001PC7979N,1984
7799009PC7979N,1984
7799010PC7979N,1984
8099001PC7979N,1984
8599009PC7989N,1984
8189014PC7988N,1984
8189015PC7988N,1984
8190014PC7989S,1984
8293006PC7989S,1984
8293009PC7989S,1984
8293013PC7989S,1984
8293019PC7989S,1984
8293022PC7989S,1984
8692002PC7989S,1984
8085002PC7988S,1984
8692013PC7989S,1984
8790009PC7989S,1984
8785004PC7988S,1984
8790012PC7989S,1984
8790013PC7989S,1984
8195005PC7989N,1984
8195014PC7989N,1984
8195016PC7989N,1984
8197005PC7989N,1984
9083006PC7998S,1984
8197011PC7989N,1984
8199005PC7989N,1984
8399201PC7989N,1984
8595005PC7989N,1984
8597003PC7989N,1984
8597007PC7989N,1984
8599003PC7989N,1984
8099005PC7979N,1984
7693008PC7979S,1984
7790001PC7979S,1984
7790005PC7979S,1984
7790006PC7979S,1984
7695003PC7979N,1984
7695004PC7979N,1984
7695009PC7979N,1984
7695013PC7979N,1984
3089420PC8938N,1984
3089412PC8938N,1984
5952206PD7055B,1984
5952207PD7055B,1984
5741046PD7054B,1984
5247102PD7054E,1984
5542007PD7054B,1984
5542403PD7054B,1984
5641504PD7054B,1984
4471109PD7047A,1984
4471111PD7047A,1984
4471112PD7047A,1984
4471113PD7047A,1984
4471114PD7047A,1984
4471115PD7047A,1984
4471116PD7047A,1984
4471126PD7047A,1984
5641536PD7054B,1984
5641547PD7054B,1984
5741005PD7054B,1984
5573201PD7057D,1984
5661325PD7056B,1984
5573260PD7057D,1984
5573286PD7057D,1984
5873711PD7057D,1984
5372324PD7057A,1984
5673003PD7057D,1984
5673109PD7057D,1984
5673117PD7057D,1984
5673510PD7057D,1984
5269202PD7056G,1984
5372880PD7057A,1984
5074001PD7057C,1984
5773202PD7057D,1984
5773203PD7057D,1984
5773221PD7057D,1984
6944406PD7064D,1984
6839407PD7063H,1984
6839410PD7063H,1984
6326308PD7062E,1984
6544014PD7064D,1984
6645205PD7064F,1984
6845302PD7064F,1984
6343504PD7064C,1984
6643218PD7064D,1984
6643220PD7064D,1984
6843521PD7064D,1984
6944108PD7064D,1984
6838116PD7063H,1984
6840718PD7064B,1984
6656506PD7065F,1984
6956020PD7065F,1984
6556105PD7065F,1984
6957157PD7065G,1984
6258108PD7065G,1984
7221301PD7072S,1984
7244126PD7074C,1984
7844202PD7074D,1984
7045119PD7074E,1984
7044121PD7074C,1984
7045521PD7074E,1984
7046028PD7074E,1984
7243005PD7074C,1984
7243020PD7074C,1984
7047317PD7074E,1984
7557210PD7075F,1984
7058252PD7075G,1984
7450001PD7075A,1984
7757101PD7075H,1984
7757104PD7075H,1984
7145608PD7074E,1984
7757808PD7075H,1984
7145613PD7074E,1984
7758506PD7075H,1984
7758508PD7075H,1984
7251547PD7075A,1984
7251548PD7075A,1984
7550004PD7075B,1984
7654114PD7075D,1984
7357216PD7075E,1984
7258108PD7075G,1984
7259323PD7075G,1984
7259336PD7075G,1984
3916418PD8031F,1984
3916419PD8031F,1984
8599404PD7089H,1984
8599405PD7089H,1984
8599406PD7089H,1984
8599407PD7089H,1984
8599408PD7089H,1984
8599409PD7089H,1984
8699202PD7089H,1984
8699203PD7089H,1984
8699204PD7089H,1984
8699205PD7089H,1984
8699401PD7089H,1984
8699402PD7089H,1984
8699403PD7089H,1984
8699404PD7089H,1984
8699405PD7089H,1984
8699501PD7089H,1984
8699502PD7089H,1984
8699503PD7089H,1984
8699504PD7089H,1984
8699505PD7089H,1984
8699506PD7089H,1984
8699507PD7089H,1984
8699508PD7089H,1984
8699509PD7089H,1984
8699801PD7089H,1984
3418702PD8031G,1984
3418703PD8031G,1984
8600701PD7180B,1984
8600702PD7180B,1984
8600703PD7180B,1984
8600704PD7180B,1984
8600705PD7180B,1984
8600706PD7180B,1984
8600707PD7180B,1984
8600708PD7180B,1984
8600709PD7180B,1984
8600801PD7180B,1984
8600802PD7180B,1984
9953007PD7195D,1984
8951909PD7085B,1984
4008304PD8040G,1984
8600803PD7180B,1984
8600804PD7180B,1984
8600805PD7180B,1984
8600806PD7180B,1984
8600807PD7180B,1984
8600808PD7180B,1984
8600809PD7180B,1984
8808503PD7180H,1984
8808510PD7180H,1984
9953008PD7195D,1984
9953009PD7195D,1984
9050204PD7095A,1984
9050215PD7095A,1984
3807611PD8030F,1984
3807614PD8030F,1984
3807616PD8030F,1984
3807617PD8030F,1984
8700101PD7180B,1984
8700102PD7180B,1984
8700103PD7180B,1984
8700104PD7180B,1984
3210808PD8031A,1984
3210809PD8031A,1984
8700501PD7180B,1984
8700502PD7180B,1984
8700503PD7180B,1984
8700504PD7180B,1984
3313323PD8031C,1984
3313332PD8031C,1984
3313336PD8031C,1984
3313337PD8031C,1984
3313339PD8031C,1984
3313343PD8031C,1984
9011808PD7191A,1984
3615702PD8031F,1984
3615703PD8031F,1984
3615704PD8031F,1984
9311906PD7191A,1984
3615719PD8031F,1984
3615726PD8031F,1984
9851303PD7195B,1984
9851304PD7195B,1984
9851305PD7195B,1984
9851306PD7195B,1984
9851307PD7195B,1984
9851308PD7195B,1984
9851309PD7195B,1984
9851310PD7195B,1984
9851311PD7195B,1984
9851312PD7195B,1984
3615738PD8031F,1984
3615739PD8031F,1984
3615740PD8031F,1984
9851313PD7195B,1984
9851314PD7195B,1984
9851315PD7195B,1984
